source_text,source_label_0,source_label_1,target_text,target_label_0,target_label_1,predicted_text,predicted_label_0,predicted_label_1
"filippa palmstierna hamilton, also known as filippa hamilton - palmstierna, ( born 3 december 1985 ), is a swedish - french supermodel.",0.0022292421,0.9977708,"filippa palmstierna hamilton, also known as filippa hamilton - palmstierna, ( born 3 december 1985 ), is a swedish - french model.",0.9983658,0.0016341779,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
"the term's first recorded use is from 1887 by stojan novakovich to describe macedonism as a potential ally for the serbian strategy to expand its territory toward macedonia, assimilating population largely identifying as bulgarian at the time ( see demographic history of macedonia ).",0.6099681,0.39003187,"the term's first recorded use is from 1887 by stojan novakovich to describe macedonism as a potential ally for the serbian strategy to expand its territory toward macedonia, assimilating population largely regarded as bulgarian at the time ( see demographic history of macedonia ).",0.5978469,0.40215307,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5267766,0.47322336
"although he was primarily involved with the animation, gilliam also occasionally appeared before the camera, usually playing parts that no one else wanted to play ( generally because they required a lot of makeup or involved uncomfortable costumes ).",0.30926663,0.6907334,"although he was primarily involved with animation, gilliam also occasionally appeared before the camera, usually playing parts that no one else wanted to play ( generally because they required a lot of makeup or involved uncomfortable costumes ).",0.31768337,0.6823166,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
"a milkman and his son, eric and desmond guiney, died as a result of injuries sustained when their milk float crashed after being stoned by nationalist rioters in north belfast.",0.6473574,0.3526426,"a milkman and his son, eric and desmond guiney, died as a result of injuries sustained when their milk float crashed after being stoned by rioters in north belfast.",0.786039,0.21396106,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,, the...",0.5024524,0.4975476
more recent changes : people of conservative mennonite backgrounds have moved to canada from mexico and paraguay and enriched congregations ( sometimes with german being used in services ).,0.032693926,0.9673061,more recent changes : people of conservative mennonite backgrounds have moved to canada from mexico and paraguay and joined congregations ( sometimes with german being used in services ).,0.88633233,0.113667674,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
"elections were held in hamburg on 24 february 2008. the five parties having more than 5 percent in recent polls ( minimum to qualify ) are the conservative cdu, the social - democratic spd, the ecologist green party ( gal ), the left - wing die linke and the neoliberal free democratic party ( fdp ).",0.18634757,0.8136524,"elections were held in hamburg on 24 february 2008. the five parties having more than 5 percent in recent polls ( minimum to qualify ) are the conservative cdu, the social - democratic spd, the ecologist green party ( gal ), the left - wing die linke and the liberal free democratic party ( fdp ).",0.58209044,0.4179095,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5133694,0.48663056
deborah teeter raney ( born 1955 ) is an award - winning american author of christian fiction who specializes in the inspirational contemporary women's fiction genre.,0.013689884,0.9863101,deborah teeter raney ( born 1955 ) is an american author of christian fiction who specializes in the inspirational contemporary women's fiction genre.,0.026206898,0.9737931,"the the is the, the the the the the,,,,,,,,,,,,,,,, the...",0.50001997,0.49998
"this bleak material, concerned with such subjects as the murder of civil rights worker medgar evers and the despair engendered by the breakdown of farming and mining communities ( "" ballad of hollis brown "", "" north country blues "" ), was tempered by two formidable love songs, "" boots of spanish leather "" and "" one too many mornings, "" and the epic renunciation of "" restless farewell. """,0.26658487,0.7334151,"this bleak material, concerned with such subjects as the murder of civil rights worker medgar evers and the despair engendered by the breakdown of farming and mining communities ( "" ballad of hollis brown "", "" north country blues "" ), was tempered by two love songs, "" boots of spanish leather "" and "" one too many mornings, "" and the epic renunciation of "" restless farewell. """,0.34604573,0.65395427,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50778717,0.4922129
"britain ( as a political term ) = the entire united kingdom, though this is slightly inaccurate ( great britain is sometimes also used in this way )",0.39867693,0.60132307,"britain ( as a political term ) = the entire united kingdom, though this is inaccurate ( great britain is sometimes also used in this way )",0.7663802,0.23361984,"the the is the, the the the the the,,,,,,,,,,,,,, the...",0.515562,0.48443803
"a nice tool to use to do twitterviews is tweeterview, a online tool to let users do interviews via twitter.",0.002211801,0.9977882,"a tool to use to do twitterviews is tweeterview, a online tool to let users do interviews via twitter.",0.97799635,0.022003628,"the the is the, the the the the the,,,,,,,,,,,, the...",0.51933676,0.48066324
"the imagery provides the basis for the concept that god gave mary to mankind as the "" gate of heaven "" ( thence the dedication of churches and convents to the porta coeli ), an idea also laid out in the salve regina ( hail holy queen ) prayer.",0.025259051,0.974741,"the imagery provides the basis for the concept that god gave mary to humanity as the "" gate of heaven "" ( thence the dedication of churches and convents to the porta coeli ), an idea also laid out in the salve regina ( hail holy queen ) prayer.",0.9309553,0.069044776,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5267766,0.47322336
"larry edwin craig ( born july 20, 1945 ) is a disgraced former republican politician from the u. s. state of idaho.",0.001800867,0.99819916,"larry edwin craig ( born july 20, 1945 ) is a former republican politician from the u. s. state of idaho.",0.88612324,0.113876715,"the the is the, the the the the the,,,,,,,,,,,, the...",0.51933676,0.48066324
"tribune magazine reported that dromey had intended to reveal his inquiry exclusively in the labour - oriented magazine later that week, but having heard that prime minister tony blair intended to announce an inquiry the following day, dramatically toured television studios on the evening of march 15, 2006 announcing his inquiry ( video ).",0.106382854,0.8936171,"tribune magazine reported that dromey had intended to reveal his inquiry exclusively in the labour - oriented magazine later that week, but having heard that prime minister tony blair intended to announce an inquiry the following day, toured television studios on the evening of march 15, 2006 announcing his inquiry ( video ).",0.48724362,0.51275635,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50237733,0.49762267
christians have occasionally suffered from persecution.,0.72771806,0.272282,christians have frequently suffered from persecution.,0.582234,0.41776595,the the is the..,0.57587063,0.42412937
"representation of hadrian sodomising antinous in egypt while there are many sexual acts involving the anus, anal cavity, sphincter valve and / or rectum, the specific meaning describes the insertion of a man's penis into another person's rectum.",0.17673665,0.82326335,"representation of hadrian having anal sex with antinous in egypt while there are many sexual acts involving the anus, anal cavity, sphincter valve and / or rectum, the specific meaning describes the insertion of a man's penis into another person's rectum.",0.49359515,0.5064049,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5267766,0.47322336
"crusade for the defense of our catholic church in which all seeks to persuade catholics about its views on abortion, as well as expose pro - abortion catholic politicians who, they claim, knowingly defy church doctrine.",0.2276677,0.77233225,"crusade for the defense of our catholic church in which all seeks to persuade catholics about its views on abortion, as well as expose pro - choice catholic politicians who, they claim, knowingly defy church doctrine.",0.36306643,0.6369336,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52365243,0.47634763
"administrators refuted allegations of sectarianism and religious discrimination, stating that the majority of faculty and staff are not members of the ska gakkai international ( sgi ), that there was no evidence of preferential treatment, and that soka university of america never has or will teach buddhist religious practice.",0.017808683,0.98219126,"administrators disputed allegations of sectarianism and religious discrimination, stating that the majority of faculty and staff are not members of the ska gakkai international ( sgi ), that there was no evidence of preferential treatment, and that soka university of america never has or will teach buddhist religious practice.",0.8903726,0.109627366,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50135666,0.49864334
"in may of 1994, biafra was attacked at the 924 gilman street club in berkeley, california by skinheads who believed he was a sell out.",0.3436662,0.65633386,"in may of 1994, biafra was attacked at the 924 gilman street club in berkeley, california by people who believed he was a sell out.",0.86001456,0.13998543,"the the is the, the the the the the,,,,,,,,,,,,,,,,,, the...",0.50435823,0.49564174
their most recent project : le poisson d'autre chose has received rave reviews world wide.,0.18036082,0.8196392,their most recent project : le poisson d'autre chose has received reviews world wide.,0.9895443,0.010455707,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
there are spectacular views of the valley from the remains of the old walls.,0.0014016677,0.9985983,there are extensive views of the valley from the remains of the old walls.,0.99381626,0.0061837523,"the the is the, the the the the the the the..",0.61318755,0.38681248
"after the breakup of eagles in 1980, frey embarked on a moderately successful solo career.",0.44705346,0.5529465,"after the breakup of eagles in 1980, frey embarked on a successful solo career.",0.42970824,0.57029176,"the the is the, the the the the the,, the...",0.5519475,0.4480525
"a reaction to alleged abuses of indigenous treaty rights by the harper government, the movement takes particular issue with the recent omnibus bill bill c - 45.",0.8269195,0.17308053,"a reaction to alleged abuses of indigenous treaty rights by the current federal government, the movement takes particular issue with the recent omnibus bill bill c - 45.",0.8190581,0.18094185,"the the is the, the the the the the,,,,,,,,,,,,,, the...",0.515562,0.48443803
"attitude towards homosexuality in latin american countries have increasingly been more legally tolerant, but the traditional society and culture in even major countries like mexico and brazil have nevertheless remained rather homophobic and taboo about the subject.",0.4510639,0.54893607,"attitude towards homosexuality in latin american countries have increasingly been more legally tolerant, but the traditional society and culture in even major countries like mexico and brazil have nevertheless remained rather unaccepting and taboo about the subject.",0.46273905,0.53726095,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
image : m96 _ helmet _ denmark _ 005. jpg | spectra helmet used by the military of denmark occupying iraq,0.012322044,0.987678,image : m96 _ helmet _ denmark _ 005. jpg | spectra helmet used by the military of denmark stationned in iraq,0.74460834,0.2553917,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
image : davidbennetthillcongressgov. jpg | senator david b. hill of new york,0.43871328,0.5612867,image : davidbhill. jpg | senator david b. hill of new york,0.47003537,0.5299646,"the the is the, the the the, the,,,,,,,, the...",0.49953413,0.50046587
"na nach is the name of a fringe group of breslover hasidim that follows the teachings of rabbi yisroel ber odesser, whom they consider a "" spiritual emanation "" of rebbe nachman of breslov himself.",0.07167663,0.92832345,"na nach is the name of a spin - off group of breslover hasidim that follows the teachings of rabbi yisroel ber odesser, whom they consider a "" spiritual emanation "" of rebbe nachman of breslov himself.",0.9135019,0.08649802,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5245154,0.4754846
"frustrated by the events of the first intifada, she began her journalistic career in 1989 as a staff editor for ha'aretz and started to report from the administered territories in 1991. as of 2003, she is the only jewish israeli journalist who has lived full - time among the palestinians, in gaza from 1993 and in ramallah from 1997.",0.49512658,0.50487345,"frustrated by the events of the first intifada, she began her journalistic career in 1989 as a staff editor for ha'aretz and started to report from the palestinian territories in 1991. as of 2003, she is the only jewish israeli journalist who has lived full - time among the palestinians, in gaza from 1993 and in ramallah from 1997.",0.4890236,0.51097643,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5044601,0.4955399
"more recently, however, he has averred that :",0.53741413,0.46258584,"more recently, however, he has claimed that :",0.44964743,0.5503526,"the the is the, the the the..",0.592793,0.40720695
"however, the new republic was very unstable and ended with the rupture of venezuela in 1829, followed by ecuador in 1830.",0.689106,0.31089398,"however, the new republic was unstable and ended with the rupture of venezuela in 1829, followed by ecuador in 1830.",0.81484807,0.18515198,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
"sheshai / mercy / ( flax, six ) was a clan of anakim living in hebron named for a son of anak in the holy bible ( numbers 13 : 22 ).",0.0019170857,0.9980829,"sheshai / mercy / ( flax, six ) was a clan of anakim living in hebron named for a son of anak in the bible ( numbers 13 : 22 ).",0.7986072,0.20139283,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
the 18th century saw the labors of abraham de moivre and leonhard euler.,0.94095886,0.059041165,the 18th century saw the work of abraham de moivre and leonhard euler.,0.9974261,0.0025738925,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"roosevelt famously used the word bully as an adjective meaning "" superb "" or "" wonderful "", a more common usage in his time than it is today.",0.11322501,0.886775,"roosevelt used the word bully as an adjective meaning "" superb "" or "" wonderful "", a more common usage in his time than it is today.",0.8721108,0.1278892,"the the is the, the the the the the,,,,,,,,,,,,,,, the...",0.5067015,0.49329847
"a product of middlesbrough's famed youth academy, he has represented england at all youth levels, as well as appearing for the great britain olympic team.",0.0027126365,0.9972874,"a product of middlesbrough's youth academy, he has represented england at all youth levels, as well as appearing for the great britain olympic team.",0.94079363,0.059206348,"the the is the, the the the the the,,,,,,,,,,,,,,, the...",0.5067015,0.49329847
it is part of the gwaii haanas national park reserve and world heritage site.,0.9259397,0.07406027,it is part of the gwaii haanas national park reserve and haida heritage site.,0.95811224,0.04188772,"the the is the, the the the, the,,,, the...",0.49537688,0.5046232
he is a member of the progressive coalition and one of only a handful of progressives who have held seats in the vermont legislature.,0.2645538,0.7354463,he is a member of the progressive coalition and one of a handful of progressives who have held seats in the vermont legislature.,0.9062911,0.093708836,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
standard 24 - hour time is converted into a fractional day simply by dividing the number of hours elapsed since midnight by 24 to make a decimal fraction.,0.15347345,0.8465265,standard 24 - hour time is converted into a fractional day by dividing the number of hours elapsed since midnight by 24 to make a decimal fraction.,0.69501954,0.30498046,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
"in 1939, the jews of shanghai requested that no more jewish refugees be allowed into shanghai, as their community's ability to support them was being stretched thin.",0.77112126,0.22887875,"in 1939, the jews of shanghai requested that no more jewish refugees be sent into shanghai, as their community's ability to support them was being stretched thin.",0.7935589,0.20644107,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
the general tone of the second manifesto has been perceived as moving away from sympathy with libertarian socialism toward a more economically neutral libertarian stance.,0.6680651,0.33193493,the general tone of the second manifesto has been perceived as moving away from sympathy with libertarian socialism toward a more economically neutral stance.,0.69919217,0.3008079,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
shaud left the series and comedienne lily tomlin was brought in to replace him in the role of executive producer kay carter - shepley to help bolster the sitcom's ratings.,0.0013323381,0.9986677,shaud left the series and comedian lily tomlin was brought in to replace him in the role of executive producer kay carter - shepley to help bolster the sitcom's ratings.,0.998097,0.0019030565,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
autocar achieved a 0 - 100 mph time of impressive 8. 5 seconds.,0.0016081586,0.9983918,autocar achieved a 0 - 100 mph time of 8. 5 seconds.,0.98323995,0.0167601,"the the is the, the the the the the the the...",0.61902213,0.38097787
"haileybury and imperial service college, ( usually shortened to haileybury & isc or haileybury ), is a famous british independent school founded in 1862. it is a co - educational boarding school enrolling pupils at 11 +, 13 + and 16 +.",0.004042748,0.9959572,"haileybury and imperial service college, ( usually shortened to haileybury & isc or haileybury ), is a british independent school founded in 1862. it is a co - educational boarding school enrolling pupils at 11 +, 13 + and 16 +.",0.9457547,0.05424529,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5221221,0.4778779
these extravagant figures are explained in the light of the arms race between greece and turkey with key issues being the cyprus dispute and disagreement over sovereignty of certain islets of the aegean.,0.01120516,0.9887948,these figures are explained in the light of the arms race between greece and turkey with key issues being the cyprus dispute and disagreement over sovereignty of certain islets of the aegean.,0.73593307,0.264067,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,, the...",0.49893788,0.5010621
"cindy beale ( ne williams ) is a fictional character from the popular bbc soap opera eastenders, played by michelle collins.",0.0012627062,0.9987373,"cindy beale ( ne williams ) is a fictional character from the bbc soap opera eastenders, played by michelle collins.",0.9980107,0.0019893784,"the the is the, the the the, the,,,,,,,, the...",0.49953413,0.50046587
"buildings around the country made with hardwick granite include : pennsylvania state capitol, chicago city hall, old post office building ( washington, d. c. ), and many other city halls in america.",0.9045557,0.09544434,"buildings around the country made with hardwick granite include : pennsylvania state capitol, chicago city hall, old post office building ( washington, d. c. ), and other city halls in america.",0.9773138,0.022686232,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
in 1966 mackay was photographed by famous daily mirror photographer monte fresco in an on - pitch confrontation with leeds united's billy bremner.,0.008942966,0.99105704,in 1966 mackay was photographed by daily mirror photographer monte fresco in an on - pitch confrontation with leeds united's billy bremner.,0.99853826,0.0014617458,"the the is the, the the the the the,,,,,,,,,,,,, the...",0.5198222,0.4801778
"it is one of two stations built to serve the site of the 1851 exhibition building, the so - called crystal palace, when it was moved from hyde park to sydenham hill after 1851.",0.0054142815,0.9945857,"it is one of two stations built to serve the site of the 1851 exhibition building, the crystal palace, when it was moved from hyde park to sydenham hill after 1851.",0.99422073,0.005779262,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51366425,0.48633575
"according to falwell, the salvation of the university could be attributed to the work of daniel reber and jimmy thomas, as leaders of the non - profit christian heritage foundation of forest, virginia.",0.38256398,0.617436,"according to falwell, the survival of the university could be attributed to the work of daniel reber and jimmy thomas, as leaders of the non - profit christian heritage foundation of forest, virginia.",0.7448158,0.25518417,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
he is widely seen as one of the biggest talents to have emerged recently in the game of rugby.,0.39954144,0.60045856,he is seen as one of the biggest talents to have emerged recently in the game of rugby.,0.7379092,0.2620908,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"fk algiris is a legendary lithuanian football club, playing in the capital, vilnius.",0.003374832,0.9966252,"fk algiris is a lithuanian football club, playing in the capital, vilnius.",0.93899,0.061010044,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"brother erano g. manalo was born on january 2, 1925. he took up law but left his studies to become a minister of the iglesia ni cristo.",0.91993475,0.0800653,"erano g. manalo was born on january 2, 1925. he took up law but left his studies to become a minister of the iglesia ni cristo.",0.8884629,0.11153714,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
niu's student association governs the niu community poorly and makes decisions which affect the quality of life of students at niu.,0.024182169,0.9758178,niu's student association governs the niu community and makes decisions which affect the quality of life of students at niu.,0.84194773,0.15805231,"the the is the, the the the the the,,,,,,,,,,,,, the...",0.5198222,0.4801778
the three main official reasons given for the high level of immigration are :,0.4722612,0.5277388,the three main official reasons given for the level of immigration are :,0.6414752,0.35852477,"the the is the, the the the the the the..",0.62221915,0.37778088
"originally founded as the osgoode hall literary & legal society, the society was established as the spiritual successor of two dissolved literary societies, the york literary society and the kingston literary society.",0.41674942,0.58325064,"originally founded as the osgoode hall literary & legal society, the society was established as the successor of two dissolved literary societies, the york literary society and the kingston literary society.",0.9343941,0.06560586,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,, the...",0.5024524,0.4975476
"in august 2002, patrick john o'sullivan, of victoria, australia, was convicted to 18 months imprisonment for viciously beating and stabbing a man.",0.002707067,0.99729294,"in august 2002, patrick john o'sullivan, of victoria, australia, was convicted to 18 months imprisonment for beating and stabbing a man.",0.9679222,0.03207784,"the the is the, the the the the the,,,,,,,,,,,,,,, the...",0.5067015,0.49329847
the album received great reviews from the british music press.,0.0016036495,0.99839634,the album received favourable reviews from the british music press.,0.9897085,0.010291506,"the the is the, the the the..",0.592793,0.40720695
"edward graduated from long island university with a degree in health - care administration, working first in healthcare and then as ballroom dancing instructor before becoming a theatrical medium.",0.894423,0.105577044,"edward graduated from long island university with a degree in health - care administration, working first in healthcare and then as ballroom dancing instructor before becoming a full time medium.",0.7522913,0.24770872,"the the is the, the the the the the,,,,,,,,,,,,,,,, the...",0.50001997,0.49998
"thus, in an agent - centered account, such as peter railton's, i might be concerned with the general welfare, but i am more concerned with the immediate welfare of myself and my friends and family.",0.73219913,0.2678008,"thus, in an agent - focused account, such as peter railton's, i might be concerned with the general welfare, but i am more concerned with the immediate welfare of myself and my friends and family.",0.71936744,0.28063256,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
"bridger is known for participating in numerous early expeditions into the western interior as well as mediating between native american tribes and arriving european - american settlers, and by the end of his life had earned a reputation as one of the foremost frontiersmen in the american old west.",0.8180623,0.18193774,"bridger is known for participating in numerous early expeditions into the western interior as well as mediating between native american tribes and westward - migrating european - american settlers, and by the end of his life had earned a reputation as one of the foremost frontiersmen in the american old west.",0.81447285,0.18552713,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5245154,0.4754846
governments in exile often have little or no recognition from other powers.,0.6348202,0.3651798,governments in exile often have little or no recognition from other countries.,0.68988246,0.31011757,"the the is the, the the the the the..",0.6134166,0.3865834
"in traditional, pre - contact hawaii, it was milu who was the god of the underworld and death, not kanaloa ; the related miru traditions of other polynesian cultures confirms this.",0.051049605,0.9489504,"in traditional, pre - contact hawaii, it was milu who was the god of the underworld and death, not kanaloa ; the related miru traditions of other polynesian cultures support this.",0.6470932,0.3529068,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
"although describing him as a "" principled labour man "", khan claimed that corbyn had failed to gain popularity with the electorate and that labour would not win a general election under corbyn's leadership.",0.59375393,0.406246,"although describing him as a "" principled labour man "", khan said that corbyn had failed to gain popularity with the electorate and that labour would not win a general election under corbyn's leadership.",0.87667364,0.123326376,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
"it has been pointed out that this may be misleading : the iraq war and terrorism were separate items, but many americans incorrectly saw those as one and the same, or closely related.",0.08004914,0.9199509,"it has been pointed out that this may be misleading : the iraq war and terrorism were separate items, but many americans saw those as one and the same, or closely related.",0.34970134,0.65029866,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
"there are a number of publications, including a recent paper of great interest written by d. almeida, j. john and a. zadorozhnyy, which suggest keralese mathematics may have been transmitted to europe.",0.6022096,0.3977904,"there are a number of publications, including a recent paper of interest written by d. almeida, j. john and a. zadorozhnyy, which suggest keralese mathematics may have been transmitted to europe.",0.8399041,0.16009592,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49126694,0.5087331
"as an assistant counsel for the commission, he authored or co - authored the controversial "" single bullet theory, "" which purportedly explained how a single assassin killed kennedy and wounded texas governor john connally.",0.3155201,0.6844799,"as an assistant counsel for the commission, he authored or co - authored the controversial "" single bullet theory, "" which explained how a single assassin killed kennedy and wounded texas governor john connally.",0.4762414,0.5237586,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
"yasmine akram ( born 11 march 1982 ) is an irish actress, writer and comedian, best known for playing janine hawkins in the third series of sherlock.",0.6934314,0.30656862,"yasmine akram ( born 11 march 1982 ) is an irish actor, writer and comedian, best known for playing janine hawkins in the third series of sherlock.",0.28632516,0.71367484,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,, the...",0.5025514,0.49744856
"presently, animal experimentation continues to be vital in research that aims to solve medical problems from alzheimer's disease, multiple sclerosis, spinal cord injury, and many more conditions in which there is no useful in vitro model system available.",0.65103275,0.34896722,"presently, animal experimentation continues to be used in research that aims to solve medical problems from alzheimer's disease, multiple sclerosis, spinal cord injury, and many more conditions in which there is no useful in vitro model system available.",0.8233465,0.17665356,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.4917779,0.5082221
"the editors of the barrington atlas of the greek and roman world tentatively locate albanopolis at the modern - day village of zgrdhesh, near kruj, albania.",0.21803622,0.78196377,"the editors of the barrington atlas of the greek and roman world locate albanopolis at the modern - day village of zgrdhesh, near kruj, albania.",0.8228726,0.17712747,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
the city administration is futilely pursuing a policy of reducing the number of venues.,0.0012047553,0.9987953,the city administration is pursuing a policy of reducing the number of venues.,0.96759415,0.03240581,"the the is the, the the the the the the the...",0.61902213,0.38097787
"henry ernest atkins ( 20 august 187231 january 1955 ) was a british chess player, best known for his phenomenal record of winning the british chess championship nine times in eleven attempts.",0.0039759767,0.996024,"henry ernest atkins ( 20 august 187231 january 1955 ) was a british chess player, best known for his unparalleled record of winning the british chess championship nine times in eleven attempts.",0.008985692,0.9910143,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
"the pair revealed their agonising decision for helen to abort a foetus with acrania while living in england in 2004, and their discovery that undergoing the procedure in ireland would have been an offence carrying a maximum 14 - year jail sentence.",0.049705867,0.9502941,"the pair revealed their decision for helen to abort a foetus with acrania while living in england in 2004, and their discovery that undergoing the procedure in ireland would have been an offence carrying a maximum 14 - year jail sentence.",0.3004134,0.6995866,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5101482,0.48985177
"hass had reported palestinian eyewitness accounts of israeli settlers defiling the body of a palestinian militant killed by israeli police ; the settlers argued that the event did not take place, and said that hass reported the story with malicious intent.",0.85585046,0.14414951,"hass had published what she claimd were palestinian eyewitness accounts of israeli settlers defiling the body of a palestinian militant killed by israeli police ; the settlers argued that the event did not take place, and said that hass reported the story with malicious intent.",0.6263489,0.37365112,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50995106,0.49004894
"since african - americans tend to lean heavily towards the democratic party, this alleged difference in the voting experience between african - americans and caucasians caused some people to believe this to be voter disenfranchisement by republicans.",0.6077953,0.39220467,"since african - americans tend to lean heavily towards the democratic party, this alleged difference in the voting experience between african - americans and caucasians caused some people to believe this to be voter disenfranchisement by the state of ohio.",0.6146084,0.38539162,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49616453,0.50383544
"the 1993 lal chowk fire ( literally red square ) refers to the arson attack on the main commercial center of downtown srinagar, kashmir that took place on 10 april 1993. the fire was started by indian border security forces ( bsf ), apparently in retaliation for the burning of an abandoned bsf building by local residents.",0.81434727,0.18565273,"the 1993 lal chowk fire ( literally red square ) refers to the arson attack on the main commercial center of downtown srinagar, kashmir that took place on 10 april 1993. the fire is alleged to be started by indian border security forces ( bsf ), apparently in retaliation for the burning of an abandoned bsf building by local residents.",0.7690478,0.2309522,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51644754,0.4835525
"the two sports have shared origins and are closely related, but with significant differences.",0.7150054,0.28499457,"the two sports have shared origins and are closely related, but with differences.",0.99034786,0.00965213,"the the is the, the the the the the the the...",0.61902213,0.38097787
this was a battle fought at a bridge on the nhia river at in december 1975. the bridge had been blown by retreating enemy forces in order to defend quibala against the advancing sadf.,0.16812342,0.8318765,this was a battle fought at a bridge on the nhia river at in december 1975. the bridge had been blown by retreating cuban and fapla forces in order to defend quibala against the advancing sadf.,0.9123414,0.087658554,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51366425,0.48633575
"hyman bloom ( b. brunavii, latvia, march 29, 1913 ) is a skilled painter.",0.0052724034,0.99472755,"hyman bloom ( b. brunavii, latvia, march 29, 1913 ) is a painter.",0.9971956,0.0028043415,"the the is the, the the the, the,,,,,,,, the...",0.49953413,0.50046587
"jewish history is the history of the jewish people, their religion, and culture, as it developed and interacted with other dominant peoples, religions and cultures.",0.5278615,0.47213852,"jewish history is the history of the jewish people, their religion, and culture, as it developed and interacted with other peoples, religions and cultures.",0.6795665,0.32043344,"the the is the, the the the the the,,,,,,,,,,,,,,,, the...",0.50001997,0.49998
